16:29:23.389 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\DebugUI.Panel.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\DebugUpdater.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\MousePositionDebug.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Fonts\Perfect DOS VGA 437.ttf.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Fonts.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Resources\DebugUI Canvas.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Resources\DebugUI Persistent Canvas.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.955 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Resources.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerBitField.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerButton.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerCanvas.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerColor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerContainer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerEnumField.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerEnumHistory.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerFloatField.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerFoldout.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerGroup.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerHBox.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerIndirectFloatField.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.956 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerIndirectToggle.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerIntField.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerPanel.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerPersistentCanvas.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerRow.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerToggle.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerToggleHistory.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerUIntField.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerValue.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerVBox.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerVector2.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerVector3.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerVector4.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\DebugUIHandlerWidget.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts\UIFoldout.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Scripts.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.957 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Textures\UIArrowDown.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Textures\UICheckMark.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Textures\UIElement8px.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Textures\UIFoldoutClosed.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Textures\UIFoldoutOpened.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Textures\White1px.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Textures.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI BitField.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Button.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Color.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI EnumField.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI EnumHistory.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI FloatField.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Foldout.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Group.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI HBox.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI IntField.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Panel.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Row.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Toggle.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.958 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI ToggleHistory.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI UIntField.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Value.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI VBox.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Vector2.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Vector3.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets\DebugUI Vector4.prefab.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs\Widgets.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\Prefabs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging\ProfilingScope.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Debugging.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Documentation.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Inputs\InputRegistering.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Inputs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\LookDev\IDataProvider.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\LookDev.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.959 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RendererList\RendererList.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RendererList.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraph.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphBuilder.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphDefaultResources.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphLogger.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphObjectPool.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphPass.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphProfileId.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphResourcePool.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphResourceRegistry.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph\RenderGraphResources.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\RenderGraph.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\ShaderGenerator\ShaderGeneratorAttributes.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\ShaderGenerator.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures\BufferedRTHandleSystem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.960 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures\DepthBits.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures\MSAASamples.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures\RTHandle.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures\RTHandles.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures\RTHandleSystem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures\TextureXR.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Textures.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Unity.RenderPipelines.Core.Runtime.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\BitArray.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\CameraCaptureBridge.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\ColorUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.961 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\CoreMatrixUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.962 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\CoreRenderPipelinePreferences.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:52.962 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.render-pipelines.core@10.8.1\Runtime\Utilities\CoreUtils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
